web_name,opponent_34,predicted_points_34,opponent_35,predicted_points_35,opponent_36,predicted_points_36,opponent_37,predicted_points_37,opponent_38,predicted_points_38,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,X_points
De Bruyne,FUL,15.9,LEE,10.95,EVE,7.8,CHE,15.68,BRE,8.07,11.68,6.1,12.2,301,100.0,100.0,61366,0,0,1,-1,5,3,26.4,12.7,19,Kevin,False,0,2023-04-27T00:00:08.971916Z,121,61366.jpg,De Bruyne,27.4,False,0.0,a,13,43,178,6810657,174654,6075426,29491,1.0,14.7,2255,7,18,10,21,0,0,0,1,0,0,25,711,865.6,1380.6,588.0,283.7,26,5.28,12.87,18.15,17.74,8,2,2,1,36,21,6,4,2.0,0.0,1.0,0.0,4.0,0.0,0.21,0.0,0.51,0.72,0.71,0.84,3,2,1,1,6,2,11,6,1.04,0.4,1,0,1,79.0,0.0,8.0,29.0,25.0,0.76,4.0,320.0,80.0,0.0,1.0,4.0,0.8,9.78,24.52,29.85,47.61,20.28,12.25,12.32,44.25,53.45,49.55,20.25,3,4,0,1.5,1.3,1.2,1.5,22.0,34.1,104.6,111.5,125.6,80.9,15.2,16.8,93.0,45.4,29.3,85.1,22.5,30.2,99.7,110.3,93.2,80.3,17.8,16.3,94.4,51.8,17.5,95.2,8.07
Haaland,FUL,12.84,LEE,11.84,EVE,7.2,CHE,13.29,BRE,7.36,10.51,8.3,9.5,318,100.0,100.0,223094,0,0,8,-8,10,4,21.0,10.0,14,Erling,True,0,2023-03-21T11:00:07.837535Z,123,223094.jpg,Haaland,81.8,False,0.0,a,13,43,241,7528274,163586,4113141,1456,0.8,19.6,2314,33,8,11,23,0,0,0,5,0,0,35,952,1268.4,297.0,1602.0,316.4,28,24.26,2.74,27.0,19.98,1,1,104,10,1,1,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.94,0.0,0.11,1.05,0.78,0.89,2,1,2,1,2,1,1,1,1.09,0.43,1,0,1,90.0,3.0,5.0,29.0,25.0,0.83,3.0,203.0,68.0,1.0,2.0,2.0,0.5,10.91,32.83,43.74,10.24,55.24,12.67,15.1,49.67,71.47,15.4,64.0,3,4,0,1.5,1.3,1.2,1.5,22.0,34.1,104.6,111.5,125.6,80.9,15.2,16.8,93.0,45.4,29.3,85.1,22.5,30.2,99.7,110.3,93.2,80.3,17.8,16.3,94.4,51.8,17.5,95.2,7.36
Grealish,FUL,12.59,LEE,9.9,EVE,6.39,BHA,13.06,BRE,7.33,9.85,4.5,8.0,305,100.0,100.0,114283,1,-1,3,-3,2,3,18.0,8.5,1,Jack,False,0,2022-08-22T07:00:05.758441Z,73,114283.jpg,Grealish,15.1,False,0.0,a,13,43,113,2302741,188141,1019100,53592,1.1,15.5,1859,5,9,9,15,0,0,0,3,0,0,9,451,467.4,634.8,609.0,170.8,21,4.05,5.66,9.71,13.93,101,44,25,20,33,19,32,21,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.27,0.47,0.67,0.73,31,15,3,2,26,13,25,8,1.02,0.44,1,0,1,86.0,3.0,10.0,25.0,20.0,0.67,4.0,337.0,84.0,0.0,1.0,4.0,0.8,6.83,18.04,18.7,25.39,24.36,8.0,9.73,29.25,34.55,25.92,36.75,3,4,0,1.5,1.3,1.2,1.5,22.0,34.1,104.6,111.5,125.6,80.9,15.2,16.8,93.0,45.4,29.3,85.1,22.5,30.2,99.7,110.3,93.2,80.3,17.8,16.3,94.4,51.8,17.5,95.2,7.33
Fernandes,BHA,10.74,WHU,6.53,WOL,7.53,BOU,15.02,FUL,7.16,9.4,4.5,3.0,333,100.0,75.0,141746,-1,1,-6,6,4,3,6.0,2.2,5,Bruno,False,0,2023-04-24T22:00:08.072491Z,94,141746.jpg,Borges Fernandes,7.1,False,0.0,a,14,1,134,2971536,25654,2629977,40670,0.3,14.3,2699,5,8,14,36,0,0,0,6,0,0,17,582,755.6,1206.6,725.0,268.8,30,6.69,8.25,14.94,39.98,18,7,3,2,24,14,7,5,2.0,0.0,3.0,0.0,2.0,0.0,0.22,0.0,0.28,0.5,1.33,1.2,8,5,101,48,29,16,50,15,1.0,0.47,18,0,1,90.0,1.0,5.0,30.0,27.0,0.84,5.0,450.0,90.0,1.0,0.0,4.0,1.0,8.96,19.4,25.19,40.22,24.17,3.0,8.52,19.2,18.56,45.78,20.8,2,9,1,1.4,1.3,1.2,1.2,26.1,38.4,122.3,115.7,146.9,95.0,18.0,16.8,99.6,36.8,31.6,93.3,24.4,34.1,110.5,117.0,113.4,83.8,21.4,17.1,107.4,33.6,30.0,100.0,7.16
Mahrez,WHU,13.21,LEE,8.62,EVE,5.35,CHE,12.49,BRE,5.82,9.1,4.0,2.2,303,100.0,0.0,103025,0,0,-7,7,2,3,6.4,2.7,1,Riyad,False,0,0,73,103025.jpg,Mahrez,4.4,False,0.0,a,13,43,92,2146710,17980,2287090,18453,0.3,12.6,1308,5,7,3,19,0,0,0,2,0,0,9,347,376.8,541.5,443.0,136.0,15,5.03,3.36,8.39,11.75,151,64,38,31,62,40,63,45,1.0,0.0,2.0,0.0,2.0,0.0,0.35,0.0,0.23,0.58,0.81,1.31,30,14,160,74,57,24,80,25,1.03,0.21,1,0,1,18.0,0.0,20.0,23.0,13.0,0.39,4.0,253.0,63.0,0.0,2.0,3.0,0.6,5.91,15.09,16.38,23.54,19.26,2.25,5.62,10.5,9.35,29.8,17.0,3,4,0,1.5,1.3,1.2,1.5,22.0,34.1,104.6,111.5,125.6,80.9,15.2,16.8,93.0,45.4,29.3,85.1,22.5,30.2,99.7,110.3,93.2,80.3,17.8,16.3,94.4,51.8,17.5,95.2,5.82
March,WOL,11.1,EVE,5.81,NEW,12.7,MCI,9.87,AVL,5.07,8.91,4.8,5.0,107,100.0,100.0,109345,1,-1,3,-3,4,3,10.0,5.0,5,Solly,False,0,2023-02-27T17:00:08.310286Z,53,109345.jpg,March,13.4,False,0.0,a,5,36,144,2750108,142527,1313456,15291,0.9,27.2,2605,6,10,10,39,0,0,0,2,0,0,16,538,761.2,889.6,914.0,256.6,30,6.67,5.69,12.36,35.93,17,6,10,8,13,6,9,7,2.0,0.0,2.0,0.0,0.0,0.0,0.23,0.0,0.2,0.43,1.24,1.35,141,75,24,13,19,9,31,10,1.04,0.35,16,0,1,90.0,1.0,4.0,30.0,28.0,0.88,5.0,450.0,90.0,0.0,1.0,4.0,0.8,8.55,17.93,25.37,29.65,30.47,5.0,12.04,24.2,30.52,57.32,32.4,2,2,0,1.4,1.2,1.8,0.3,23.3,31.1,103.6,94.6,114.1,80.0,14.2,14.7,96.8,28.6,21.5,80.1,14.8,17.1,60.0,56.5,57.0,43.5,9.8,15.1,107.1,27.0,16.7,69.0,5.07
Foden,FUL,12.33,LEE,6.77,EVE,6.01,BHA,12.15,BRE,5.8,8.61,4.5,1.0,314,100.0,100.0,209244,0,0,0,0,3,3,4.0,1.5,4,Phil,False,0,2023-03-26T21:00:08.998209Z,80,209244.jpg,Foden,8.1,False,0.0,a,13,43,113,4486150,13036,4469825,4157,0.1,14.1,1402,9,6,3,13,0,0,0,1,0,0,12,406,569.4,565.5,611.0,174.5,17,4.73,3.45,8.18,12.35,57,23,33,26,32,18,29,18,3.0,0.0,4.0,0.0,0.0,0.0,0.3,0.0,0.22,0.52,0.79,0.83,19,9,279,130,28,15,45,13,1.09,0.19,1,0,1,3.0,5.0,12.0,24.0,16.0,0.57,1.0,3.0,3.0,2.0,3.0,0.0,0.0,7.27,16.92,23.72,23.56,25.46,4.0,2.7,13.0,17.2,10.1,0.0,3,4,0,1.5,1.3,1.2,1.5,22.0,34.1,104.6,111.5,125.6,80.9,15.2,16.8,93.0,45.4,29.3,85.1,22.5,30.2,99.7,110.3,93.2,80.3,17.8,16.3,94.4,51.8,17.5,95.2,5.8
Gündogan,FUL,11.7,LEE,8.35,EVE,5.33,CHE,11.84,BRE,5.69,8.58,3.6,3.0,300,100.0,0.0,59859,0,0,-2,2,0,3,8.0,3.5,3,Ilkay,False,0,0,73,59859.jpg,Gündogan,2.2,False,0.0,a,13,43,96,827495,6161,832805,3624,0.4,13.2,2004,4,5,9,17,0,0,0,0,0,0,3,393,410.0,558.5,511.0,147.7,23,6.06,3.49,9.55,15.6,134,57,35,28,45,27,49,34,6.0,0.0,3.0,0.0,0.0,0.0,0.27,0.0,0.16,0.43,0.7,0.76,29,13,100,47,93,41,128,44,1.03,0.4,1,0,1,71.0,0.0,11.0,27.0,22.0,0.67,3.0,251.0,84.0,0.0,2.0,3.0,0.6,5.47,14.56,15.19,20.69,18.93,4.0,5.63,20.67,19.53,16.23,20.67,3,4,0,1.5,1.3,1.2,1.5,22.0,34.1,104.6,111.5,125.6,80.9,15.2,16.8,93.0,45.4,29.3,85.1,22.5,30.2,99.7,110.3,93.2,80.3,17.8,16.3,94.4,51.8,17.5,95.2,5.69
Rashford,BHA,8.14,WHU,7.07,WOL,8.02,CHE,12.36,FUL,6.27,8.37,6.2,6.0,335,100.0,100.0,176297,0,0,6,-6,5,3,12.0,6.0,12,Marcus,True,0,2023-04-08T16:00:07.516443Z,71,176297.jpg,Rashford,40.9,False,0.0,a,14,1,186,9641848,485898,6532960,8165,0.8,26.2,2478,16,6,12,35,0,0,0,2,0,0,21,482,752.2,356.0,1148.0,225.8,28,12.36,2.42,14.78,36.32,19,8,80,61,7,3,13,8,0.0,0.0,2.0,0.0,3.0,0.0,0.45,0.0,0.09,0.54,1.32,1.27,38,19,12,6,5,1,4,2,1.02,0.44,18,0,1,90.0,3.0,5.0,30.0,25.0,0.83,4.0,350.0,88.0,0.0,2.0,3.0,0.6,7.53,16.07,25.07,11.87,38.27,7.5,6.5,16.75,17.7,15.15,32.25,2,9,1,1.4,1.3,1.2,1.2,26.1,38.4,122.3,115.7,146.9,95.0,18.0,16.8,99.6,36.8,31.6,93.3,24.4,34.1,110.5,117.0,113.4,83.8,21.4,17.1,107.4,33.6,30.0,100.0,6.27
Dalot,AVL,8.69,WHU,5.95,WOL,8.11,CHE,10.66,FUL,6.41,7.96,4.0,4.4,342,100.0,100.0,216051,0,0,2,-2,4,2,8.8,4.4,1,Diogo,False,0,2023-02-03T14:00:09.276761Z,47,216051.jpg,Dalot Teixeira,5.7,False,0.0,a,14,1,89,2559957,63160,2463360,6510,0.9,18.9,1879,1,2,9,32,0,0,0,5,0,0,16,444,430.8,406.9,272.0,111.0,21,2.45,1.49,3.94,29.6,121,37,63,9,115,9,89,11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.07,0.19,1.42,1.53,319,53,43,10,52,11,63,23,1.01,0.43,18,1,0,90.0,6.0,7.0,22.0,20.0,0.74,4.0,360.0,90.0,0.0,2.0,3.0,0.6,5.05,20.18,19.58,18.5,12.36,5.5,3.9,23.5,17.15,12.85,9.0,2,9,1,1.4,1.3,1.2,1.2,26.1,38.4,122.3,115.7,146.9,95.0,18.0,16.8,99.6,36.8,31.6,93.3,24.4,34.1,110.5,117.0,113.4,83.8,21.4,17.1,107.4,33.6,30.0,100.0,6.41
