web_name,opponent_11,predicted_points_11,opponent_12,predicted_points_12,opponent_13,predicted_points_13,opponent_14,predicted_points_14,opponent_15,predicted_points_15,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,X_points
Haaland,BOU,6.21,CHE,6.17,LIV,7.68,TOT,9.68,AVL,7.11,7.37,7.9,8.7,355,100.0,0.0,223094,0,0,0,0,3,4,9.7,9.2,16,Erling,True,0,0,140,223094.jpg,Haaland,84.6,False,0,a,13,43,79,674461,90180,1045401,33610,0.6,5.6,889,11,2,4,7,0,0,1,0,0,0,11,314,439.6,137.7,556.0,113.5,10,10.15,0.89,11.04,7.38,1,1,62,4,1,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,1.03,0.0,0.09,1.12,0.75,0.71,1,1,4,1,2,1,1,1,1.01,0.4,14,0,1,90.0,0.0,0.0,10.0,10.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,11.35,31.4,43.96,13.77,55.6,6.8,8.34,27.6,34.8,10.28,38.0,3,2,0,2.6,1.4,3.0,0.8,23.7,29.0,105.0,88.4,98.2,85.7,7.6,15.5,95.3,42.8,17.1,70.8,18.6,24.9,81.9,84.7,83.0,64.6,3.2,15.2,101.4,29.9,21.2,59.0,7.11
Son,CHE,6.59,WOL,6.0,AVL,7.7,MCI,9.31,WHU,4.8,6.88,7.8,9.0,516,100.0,100.0,85971,1,-1,6,-6,2,3,9.0,9.0,10,Son,True,0,2023-09-29T13:30:09.441382Z,96,85971.jpg,Heung-min,38.4,False,0,a,18,6,78,4007400,203404,862870,47110,0.9,8.1,796,8,1,4,8,0,0,0,0,0,0,11,246,343.0,237.0,341.0,91.9,10,4.24,2.06,6.3,10.39,4,2,23,18,6,4,7,5,0.0,0.0,3.0,0.0,1.0,0.0,0.48,0.0,0.23,0.71,1.17,0.9,5,3,3,3,3,2,7,4,1.13,0.45,8,0,1,90.0,0.0,0.0,10.0,10.0,1.0,5.0,392.0,78.0,0.0,0.0,5.0,1.0,9.19,24.6,34.3,23.7,34.1,9.6,10.02,28.0,42.2,22.24,35.8,2,19,1,1.6,1.7,1.2,2.0,26.2,43.8,133.8,157.0,147.9,103.8,13.5,21.0,107.6,59.1,43.3,85.5,29.2,38.4,139.6,129.0,116.4,111.0,16.8,20.7,111.8,58.6,36.4,97.4,4.8
Salah,LUT,5.19,BRE,5.58,MCI,9.78,FUL,6.13,SHU,6.1,6.56,8.3,13.0,308,100.0,0.0,118748,1,-1,4,-4,2,3,14.0,13.5,8,Mohamed,True,0,0,129,118748.jpg,Salah,43.5,False,0,a,11,14,83,2511339,139988,977454,14382,1.0,6.4,864,8,4,3,8,0,0,1,1,0,0,11,251,401.8,295.3,438.0,113.6,10,7.21,2.99,10.2,11.0,2,1,14,11,2,1,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.75,0.0,0.31,1.06,1.15,0.83,2,1,1,1,1,1,4,2,1.04,0.31,16,0,1,90.0,0.0,0.0,10.0,10.0,1.0,5.0,433.0,87.0,0.0,0.0,5.0,1.0,11.36,25.1,40.18,29.53,43.8,10.0,11.2,28.2,45.16,27.34,39.4,2,17,0,0.7,2.9,0.4,4.0,34.4,53.2,171.1,167.5,193.3,132.3,25.8,22.5,124.2,62.9,37.8,113.9,42.4,52.7,195.9,142.6,187.4,154.4,33.6,22.3,132.1,54.2,36.6,132.0,6.1
Mbeumo,WHU,5.79,LIV,7.25,ARS,6.05,LUT,4.57,BHA,5.8,5.89,6.7,9.7,108,100.0,100.0,446008,0,0,2,-2,3,3,9.7,9.7,13,Bryan,True,0,2023-08-06T23:30:05.510200Z,67,446008.jpg,Mbeumo,20.8,False,0,a,4,94,67,3049454,253510,1981284,30358,1.4,10.0,900,6,2,3,12,0,0,0,1,0,0,9,197,320.8,296.8,331.0,94.8,10,6.21,3.04,9.25,12.88,8,5,13,10,8,5,6,4,1.0,0.0,2.0,0.0,2.0,0.0,0.62,0.0,0.3,0.92,1.29,1.2,42,25,2,2,6,4,14,6,1.0,0.3,7,0,1,90.0,0.0,0.0,10.0,10.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,9.48,19.7,32.08,29.68,33.1,6.4,9.9,20.8,30.92,36.78,31.4,3,5,0,2.3,1.9,1.6,2.4,26.6,34.1,132.7,93.4,113.9,103.6,7.2,13.6,88.0,33.3,13.9,69.2,31.4,38.4,155.9,98.5,129.0,117.2,8.0,12.4,86.7,28.2,8.4,64.0,5.8
Maddison,CHE,5.37,WOL,5.85,AVL,6.55,MCI,5.82,WHU,5.75,5.87,6.2,7.0,504,100.0,100.0,172780,0,0,6,-6,0,3,7.0,7.0,6,James,True,0,2023-09-25T12:30:08.800627Z,81,172780.jpg,Maddison,39.7,False,0,a,18,6,62,4125698,141404,1466288,81177,0.9,7.7,837,3,6,5,7,0,0,0,2,0,0,6,230,327.4,450.3,314.0,109.1,10,2.8,3.1,5.9,10.95,5,3,2,1,12,7,3,2,1.0,0.0,2.0,0.0,2.0,0.0,0.3,0.0,0.33,0.63,1.18,0.75,11,8,11,8,7,5,6,3,1.08,0.54,8,0,1,88.0,0.0,0.0,10.0,10.0,1.0,5.0,410.0,82.0,0.0,0.0,5.0,1.0,10.91,23.0,32.74,45.03,31.4,6.4,9.68,21.8,27.84,45.2,23.8,2,19,1,1.6,1.7,1.2,2.0,26.2,43.8,133.8,157.0,147.9,103.8,13.5,21.0,107.6,59.1,43.3,85.5,29.2,38.4,139.6,129.0,116.4,111.0,16.8,20.7,111.8,58.6,36.4,97.4,5.75
Watkins,NFO,4.63,FUL,4.19,TOT,8.29,BOU,3.17,MCI,8.77,5.81,7.2,6.0,60,100.0,0.0,178301,1,-1,4,-4,2,4,6.0,6.5,2,Ollie,True,0,0,84,178301.jpg,Watkins,42.1,False,0,a,2,7,72,3258824,148819,1469972,85933,0.7,8.6,860,5,8,2,14,0,0,0,0,0,0,8,246,312.2,220.8,429.0,96.2,10,4.68,1.4,6.08,13.68,11,2,26,2,3,2,5,2,0.0,0.0,0.0,0.0,2.0,0.0,0.49,0.0,0.15,0.64,1.43,1.47,8,3,21,5,4,2,5,2,1.05,0.21,12,0,1,90.0,0.0,0.0,10.0,10.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,9.62,24.6,31.22,22.08,42.9,10.0,12.66,39.6,50.24,23.0,53.4,5,13,1,2.2,0.7,1.6,0.8,15.2,18.2,64.9,63.0,55.3,52.3,12.2,12.5,92.7,16.3,15.4,77.8,17.4,21.6,76.4,73.8,66.6,58.6,13.8,11.4,84.5,21.5,7.8,79.4,8.77
Saka,NEW,4.54,BUR,7.21,BRE,5.52,WOL,6.45,LUT,5.13,5.77,7.1,3.7,19,100.0,100.0,223340,0,0,1,-1,2,3,3.7,4.7,6,Bukayo,True,0,2023-10-03T22:30:07.474324Z,86,223340.jpg,Saka,50.4,False,0,a,1,3,64,2045043,91602,2893667,108225,0.4,7.4,775,4,5,4,8,0,0,0,1,0,0,8,231,305.0,352.7,314.0,97.1,9,3.98,2.68,6.66,7.26,13,6,6,5,13,8,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.46,0.0,0.31,0.77,0.84,0.93,7,5,76,34,5,3,2,1,1.05,0.46,17,0,1,72.0,1.0,0.0,9.0,9.0,1.0,4.0,327.0,82.0,1.0,0.0,4.0,1.0,10.79,25.67,33.89,39.19,34.89,8.25,9.82,27.75,32.65,29.65,36.0,2,12,0,0.9,2.0,1.2,1.7,31.0,43.0,134.6,138.4,158.3,113.4,21.6,20.8,119.3,54.5,34.3,107.0,28.3,43.8,131.2,142.7,165.0,102.0,17.7,19.9,121.3,46.3,31.7,98.8,5.13
J.Alvarez,BOU,6.35,CHE,5.42,LIV,5.76,TOT,5.54,AVL,5.44,5.7,5.9,4.3,343,100.0,0.0,461358,1,-1,7,-7,2,4,5.3,4.8,2,Julián,False,0,0,72,461358.jpg,Álvarez,33.9,False,0,a,13,43,59,3954360,123680,1225933,122348,0.6,8.2,838,4,5,4,6,0,0,0,2,0,0,11,241,256.4,316.9,242.0,81.5,10,3.23,1.34,4.57,6.61,27,3,10,1,28,13,10,3,3.0,0.0,2.0,0.0,3.0,0.0,0.35,0.0,0.14,0.49,0.71,0.64,28,12,55,10,11,3,11,3,1.07,0.43,14,0,1,86.0,0.0,0.0,10.0,10.0,1.0,5.0,389.0,78.0,0.0,0.0,5.0,1.0,8.15,24.1,25.64,31.69,24.2,4.4,5.6,17.6,20.04,17.0,18.8,3,2,0,2.6,1.4,3.0,0.8,23.7,29.0,105.0,88.4,98.2,85.7,7.6,15.5,95.3,42.8,17.1,70.8,18.6,24.9,81.9,84.7,83.0,64.6,3.2,15.2,101.4,29.9,21.2,59.0,5.44
Diaby,NFO,4.8,FUL,5.16,TOT,5.28,BOU,7.15,MCI,5.27,5.53,5.7,5.7,599,100.0,100.0,243557,1,-1,3,-3,2,3,5.7,6.2,13,Moussa,False,0,2023-09-30T23:00:09.545623Z,68,243557.jpg,Diaby,14.4,False,0,a,2,7,57,1655440,134460,905179,27875,0.8,8.4,793,3,5,2,13,0,0,0,0,0,0,5,186,208.2,223.0,251.0,68.3,10,2.03,1.83,3.86,11.84,51,19,24,19,26,14,20,16,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.21,0.44,1.34,1.48,37,21,22,14,13,8,28,10,1.13,0.23,12,0,1,89.0,0.0,0.0,10.0,10.0,1.0,5.0,392.0,78.0,0.0,0.0,5.0,1.0,6.83,18.6,20.82,22.3,25.1,5.6,6.18,16.8,15.12,21.06,25.6,5,13,1,2.2,0.7,1.6,0.8,15.2,18.2,64.9,63.0,55.3,52.3,12.2,12.5,92.7,16.3,15.4,77.8,17.4,21.6,76.4,73.8,66.6,58.6,13.8,11.4,84.5,21.5,7.8,79.4,5.27
Foden,BOU,5.74,CHE,4.77,LIV,5.3,TOT,5.03,AVL,4.86,5.14,4.7,3.7,353,100.0,0.0,209244,-1,1,0,0,0,3,4.7,4.2,7,Phil,False,0,0,75,209244.jpg,Foden,9.8,False,0,a,13,43,47,1279540,51742,1238166,36811,0.5,6.3,785,2,3,4,6,0,0,0,1,0,0,6,181,217.2,336.8,244.0,80.0,9,2.44,1.74,4.18,7.03,45,16,8,6,27,15,12,8,2.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.2,0.48,0.81,0.69,19,12,74,32,32,18,38,14,1.03,0.46,14,0,1,90.0,0.0,1.0,10.0,9.0,0.9,5.0,446.0,89.0,0.0,0.0,5.0,1.0,8.0,18.1,21.72,33.68,24.4,4.8,7.78,18.4,23.72,28.4,25.4,3,2,0,2.6,1.4,3.0,0.8,23.7,29.0,105.0,88.4,98.2,85.7,7.6,15.5,95.3,42.8,17.1,70.8,18.6,24.9,81.9,84.7,83.0,64.6,3.2,15.2,101.4,29.9,21.2,59.0,4.86
